# MAGPI master source catalogue
#
# Generated 2024-08-23-16:45:12
# MAGPIID  -  unique MAGPI identifier
# segID    -  Segmentation ID, which can be matched against values in segim
# xmax     -  x position of maximum flux
# ymax     -  y position of maximum flux
# RAmax    -  Right Ascension of max flux
# Decmax   -  Declination of max flux
# z        -  Redshift. Only robust for QOP=3,4
# QOP      -  Redshift quality [4=great, 3=good, 2=possible, 1=unknown, 0=error]
# mag_rt   -  total r-band magnitude
# mag_it   -  total i-band magnitude
# R50_it   -  Approximate elliptical semi-major axis containing 50% of the flux (arcsec)
# R90_it   -  Approximate elliptical semi-major axis containing 90% of the flux (arcsec)
# axrat_it -  Axial ratio as given by min/maj
# ang_it   -  Orientation of the semi-major axis (cc from Y axis)
MAGPIID,segID,xmax,ymax,RAmax,Decmax,z,QOP,mag_it,mag_rt,R50_it,R90_it,axrat_it,ang_it
2306139077,43,139.50,77.50,345.069613,-34.474421,0.4294,3,24.795,24.405,0.373,0.784,0.926,100.97
2306140192,50,140.50,192.50,345.069545,-34.468032,0.7341,2,25.429,25.291,0.352,0.619,0.903,47.35
2306144318,47,144.50,318.50,345.069275,-34.461032,0.9799,3,26.111,24.857,0.308,0.588,0.942,42.12
2306150262,70,150.50,262.50,345.068871,-34.464143,0.9787,3,25.392,24.861,0.505,0.963,0.709,46.67
2306151169,96,151.50,169.50,345.068804,-34.469310,1.1205,1,26.091,26.008,0.462,0.785,0.765,145.29
2306152049,2,152.50,49.50,345.068737,-34.475977,-0.0000,6,19.396,19.035,0.363,1.009,0.893,85.07
2306157274,80,157.50,274.50,345.068400,-34.463477,4.5833,1,25.650,25.072,0.512,0.893,0.907,62.11
2306160119,85,160.50,119.50,345.068198,-34.472088,0.6734,1,25.524,25.304,0.579,1.020,0.945,37.43
2306160250,87,160.50,250.50,345.068198,-34.464810,0.9801,3,26.103,25.660,0.337,0.608,0.919,94.75
2306161172,179,161.50,172.50,345.068130,-34.469143,0.3626,1,26.455,26.169,0.583,0.896,0.778,25.28
2306167327,27,167.50,327.50,345.067726,-34.460532,0.8481,4,23.867,23.018,0.672,1.245,0.720,130.85
2306170094,66,170.50,94.50,345.067524,-34.473477,1.1965,3,25.355,24.889,0.544,0.906,0.627,164.03
2306177173,14,177.50,173.50,345.067052,-34.469088,0.9814,4,23.617,23.001,0.538,1.127,0.865,80.88
2306177325,116,177.50,325.50,345.067052,-34.460643,1.1643,2,26.346,26.430,0.326,0.498,0.807,29.84
2306178095,64,178.50,95.50,345.066985,-34.473421,4.9099,1,25.384,25.284,0.414,0.719,0.890,163.05
2306180303,97,180.50,303.50,345.066850,-34.461865,1.1934,1,25.893,25.020,0.563,1.040,0.852,137.11
2306184241,82,184.50,241.50,345.066580,-34.465310,1.3818,2,25.753,25.399,0.445,0.786,0.940,79.23
2306185205,242,185.50,205.50,345.066513,-34.467310,1.5896,3,23.628,23.209,0.396,0.643,0.917,22.46
2306186179,247,186.50,179.50,345.066446,-34.468754,4.1847,3,24.724,24.267,0.620,0.903,0.749,101.01
2306190314,61,190.50,314.50,345.066176,-34.461254,0.3930,1,24.550,24.514,0.631,1.005,0.594,19.22
2306191272,44,191.50,272.50,345.066109,-34.463588,0.7038,3,25.303,24.986,0.359,0.713,0.801,81.40
2306192286,88,192.50,286.50,345.066041,-34.462810,0.3912,1,26.168,25.189,0.556,1.041,0.711,60.67
2306197198,3,197.50,198.50,345.065704,-34.467699,0.3139,4,19.163,18.583,1.100,3.616,0.945,105.32
2306201162,127,201.50,162.50,345.065435,-34.469699,1.2469,1,26.191,26.000,0.465,0.743,0.678,145.81
2306203078,60,203.50,78.50,345.065300,-34.474365,0.7030,3,25.859,25.236,0.360,0.698,0.890,86.43
2306203338,53,203.50,338.50,345.065300,-34.459921,1.1690,1,25.109,24.961,0.392,0.772,0.831,119.76
2306203350,56,203.50,350.50,345.065300,-34.459254,0.6794,3,24.556,24.200,0.565,0.959,0.822,112.11
2306205130,185,205.50,130.50,345.065165,-34.471477,0.8445,1,27.082,26.746,0.459,0.751,0.643,149.26
2306207160,90,207.50,160.50,345.065030,-34.469810,0.3944,1,25.508,25.465,0.541,0.856,0.689,30.11
2306207165,134,207.50,165.50,345.065030,-34.469532,0.6997,1,26.576,26.282,0.514,0.768,0.656,133.02
2306207303,74,207.50,303.50,345.065031,-34.461865,0.3776,1,25.535,25.621,0.401,0.692,0.822,93.23
2306208145,125,208.50,145.50,345.064963,-34.470643,1.2136,3,25.602,25.490,0.627,0.965,0.643,143.24
2306210051,37,210.50,51.50,345.064828,-34.475865,1.2056,3,25.123,24.984,0.468,0.774,0.736,173.02
2306213213,243,213.50,213.50,345.064626,-34.466865,0.7778,1,25.647,25.165,0.427,0.603,0.864,108.12
2306216047,54,216.50,47.50,345.064424,-34.476088,1.2053,3,25.635,25.389,0.379,0.637,0.803,104.63
2306219203,7,219.50,203.50,345.064222,-34.467421,0.0001,6,22.829,22.451,0.505,1.249,0.859,9.74
2306219281,103,219.50,281.50,345.064222,-34.463088,0.6790,1,26.160,25.146,0.740,1.247,0.752,120.04
2306221107,93,221.50,107.50,345.064087,-34.472754,0.8766,1,26.291,25.633,0.563,0.970,0.763,174.12
2306222072,136,222.50,72.50,345.064020,-34.474699,1.2641,1,26.743,26.850,0.374,0.547,0.785,98.22
2306227251,249,227.50,251.50,345.063683,-34.464754,0.6757,4,23.247,22.196,0.544,1.123,0.667,51.26
2306228251,250,228.50,251.50,345.063615,-34.464754,0.6758,4,22.519,21.878,0.575,1.016,0.983,165.94
2306231057,1,231.50,57.50,345.063413,-34.475532,0.0001,6,19.832,18.895,0.383,1.018,0.949,48.37
2306231268,81,231.50,268.50,345.063413,-34.463810,3.2347,2,24.913,24.903,0.745,1.293,0.610,144.45
2306237206,51,237.50,206.50,345.063009,-34.467254,0.8423,1,24.529,23.911,0.732,1.510,0.900,134.96
2306241233,113,241.50,233.50,345.062739,-34.465754,0.7043,2,26.316,26.558,0.340,0.578,0.684,114.32
2306241264,55,241.50,264.50,345.062740,-34.464032,1.1963,3,25.015,25.009,0.489,1.006,0.768,139.45
2306242169,132,242.50,169.50,345.062672,-34.469310,0.8530,1,25.898,25.857,0.540,0.870,0.577,1.40
2306244101,46,244.50,101.50,345.062537,-34.473088,1.1940,3,24.127,23.782,0.746,1.383,0.617,39.63
2306249283,38,249.50,283.50,345.062201,-34.462977,1.1864,3,24.942,24.462,0.523,1.103,0.677,29.87
2306249312,159,249.50,312.50,345.062201,-34.461365,1.1921,3,26.562,26.501,0.374,0.598,0.823,173.10
2306250163,30,250.50,163.50,345.062133,-34.469643,0.7039,3,24.182,23.609,0.564,1.060,0.842,56.64
2306265151,75,265.50,151.50,345.061122,-34.470310,1.0911,1,25.651,25.923,0.302,0.549,0.847,25.51
2306265162,59,265.50,162.50,345.061122,-34.469699,1.0603,2,24.552,24.497,0.541,0.939,0.811,12.30
2306265182,98,265.50,182.50,345.061122,-34.468588,0.7553,1,26.606,26.607,0.269,0.457,0.923,82.09
2306268128,124,268.50,128.50,345.060920,-34.471588,0.8695,1,25.568,25.336,0.564,0.985,0.887,173.68
2306269342,13,269.50,342.50,345.060853,-34.459699,0.4380,3,23.204,22.764,0.589,1.590,0.710,21.63
2306271315,151,271.50,315.50,345.060718,-34.461199,0.7059,1,27.065,25.981,0.465,0.815,0.824,20.85
2306276140,178,276.50,140.50,345.060381,-34.470921,0.8016,3,27.054,25.867,0.459,0.717,0.771,11.37
2306277265,79,277.50,265.50,345.060314,-34.463976,0.6243,1,25.393,25.106,0.552,1.068,0.866,178.66
2306283184,144,283.50,184.50,345.059909,-34.468476,0.9599,2,28.006,26.994,0.345,0.500,0.712,120.04
2306283351,26,283.50,351.50,345.059910,-34.459199,0.9807,3,23.782,23.091,0.760,1.440,0.584,131.18
2306284172,172,284.50,172.50,345.059842,-34.469143,0.7147,1,27.081,27.214,0.312,0.504,0.666,7.88
2306285177,34,285.50,177.50,345.059774,-34.468865,1.1960,3,25.135,25.035,0.397,0.722,0.704,178.77
2306288280,92,288.50,280.50,345.059573,-34.463143,0.5241,3,25.632,24.737,0.738,1.334,0.701,23.74
2306289350,67,289.50,350.50,345.059506,-34.459254,0.9800,2,25.859,24.901,0.402,0.683,0.756,173.94
2306290320,112,290.50,320.50,345.059438,-34.460921,0.9795,3,25.678,25.117,0.516,0.935,0.807,169.88
2306291154,117,291.50,154.50,345.059370,-34.470143,0.5085,3,25.898,25.442,0.555,0.906,0.686,17.40
2306294109,210,294.50,109.50,345.059168,-34.472643,1.3096,1,25.692,25.661,0.549,0.911,0.724,75.13
2306295368,99,295.50,368.50,345.059101,-34.458254,0.8085,1,25.108,24.600,0.619,1.014,0.839,28.66
2306296245,40,296.50,245.50,345.059033,-34.465088,0.7031,4,24.748,24.122,0.523,1.065,0.811,68.22
2306299134,89,299.50,134.50,345.058831,-34.471254,1.1941,3,25.590,24.401,0.646,1.237,0.710,115.22
2306300116,137,300.50,116.50,345.058763,-34.472254,0.8197,1,26.094,26.024,0.359,0.611,0.865,151.76
2306305231,180,305.50,231.50,345.058427,-34.465865,0.4584,1,26.776,26.808,0.305,0.505,0.837,171.91
2306309215,120,309.50,215.50,345.058157,-34.466754,1.3812,3,26.564,26.733,0.349,0.608,0.639,48.23
2306319078,8,319.50,78.50,345.057483,-34.474365,0.0840,4,18.400,18.126,2.799,5.417,0.889,12.86
2306325152,36,325.50,152.50,345.057079,-34.470254,3.3457,3,24.619,24.439,0.463,0.960,0.934,38.53
2306326103,248,326.50,103.50,345.057011,-34.472976,0.4070,1,23.815,23.750,0.732,1.287,0.773,131.79
2306327336,39,327.50,336.50,345.056945,-34.460032,2.1148,3,24.315,24.009,0.485,0.919,0.806,136.71
2306328225,106,328.50,225.50,345.056877,-34.466198,0.8014,3,25.981,25.849,0.468,0.735,0.661,37.20
2306328292,77,328.50,292.50,345.056877,-34.462476,4.8627,1,24.430,24.138,0.728,1.349,0.701,129.05
2306330195,101,330.50,195.50,345.056742,-34.467865,0.6133,1,26.618,26.463,0.431,0.690,0.660,117.75
2306331314,245,331.50,314.50,345.056675,-34.461254,0.7984,2,25.079,24.489,0.551,0.951,0.821,80.45
2306332178,91,332.50,178.50,345.056607,-34.468810,0.8985,1,26.337,26.613,0.294,0.459,0.949,30.77
2306334313,11,334.50,313.50,345.056473,-34.461310,0.7979,4,23.410,22.600,0.462,0.858,0.936,48.68
2306336321,246,336.50,321.50,345.056339,-34.460865,0.3409,2,25.380,24.534,1.085,1.689,0.432,96.72
2306338236,100,338.50,236.50,345.056203,-34.465587,0.7034,2,26.242,25.687,0.377,0.660,0.832,60.25
2306340286,108,340.50,286.50,345.056069,-34.462810,0.7970,3,25.215,24.505,0.553,0.939,0.949,60.65
2306341155,17,341.50,155.50,345.056001,-34.470087,1.4546,2,24.545,23.700,0.345,0.795,0.974,112.74
2306341246,65,341.50,246.50,345.056001,-34.465032,1.4269,2,25.424,25.528,0.353,0.646,0.729,25.28
2306345248,45,345.50,248.50,345.055732,-34.464921,1.4270,3,24.378,24.312,0.511,0.940,0.784,102.04
2306349353,20,349.50,353.50,345.055463,-34.459087,0.6459,3,24.083,23.476,0.446,0.849,0.747,89.82
2306350148,25,350.50,148.50,345.055394,-34.470476,0.7111,3,24.032,23.652,0.524,0.998,0.676,167.13
2306350331,21,350.50,331.50,345.055395,-34.460309,1.3013,3,23.914,23.348,0.506,1.048,0.691,62.42
2306352255,110,352.50,255.50,345.055260,-34.464532,1.0826,3,26.133,25.556,0.399,0.611,0.969,140.25
2306356312,176,356.50,312.50,345.054991,-34.461365,0.5780,1,25.714,24.967,0.640,1.018,0.882,103.75
2306357144,69,357.50,144.50,345.054922,-34.470698,0.7153,1,24.551,24.426,0.565,0.913,0.631,162.94
2306361106,244,361.50,106.50,345.054652,-34.472809,1.1923,3,24.932,26.144,0.270,0.374,0.784,84.28
2306365123,15,365.50,123.50,345.054383,-34.471865,0.7321,3,22.835,21.789,0.759,1.480,0.471,173.37
2307027151,232,27.50,151.50,345.496171,-34.500068,0.5075,1,25.163,24.743,0.321,0.670,0.751,126.56
2307030144,10,30.50,144.50,345.495968,-34.500457,0.6156,4,23.299,22.746,0.469,0.894,0.856,19.28
2307036112,7,36.50,112.50,345.495564,-34.502235,0.3373,4,21.793,21.246,0.725,1.623,0.845,77.39
2307043173,59,43.50,173.50,345.495092,-34.498846,3.9948,2,25.821,25.234,0.551,0.866,0.937,137.50
2307046153,28,46.50,153.50,345.494890,-34.499957,1.3041,3,25.152,24.214,0.619,1.174,0.803,137.20
2307049091,36,49.50,91.50,345.494688,-34.503401,1.3045,3,24.735,24.477,0.638,1.218,0.714,93.29
2307053147,80,53.50,147.50,345.494418,-34.500290,1.2501,3,26.809,28.247,0.192,0.271,0.809,146.49
2307059250,11,59.50,250.50,345.494013,-34.494568,0.3365,4,22.435,21.957,0.775,1.676,0.880,111.28
2307061219,87,61.50,219.50,345.493878,-34.496290,1.7166,2,26.768,27.351,0.309,0.425,0.874,39.67
2307063182,79,63.50,182.50,345.493744,-34.498346,0.3347,3,26.721,27.654,0.251,0.317,0.942,54.88
2307076074,27,76.50,74.50,345.492868,-34.504346,0.0002,2,25.097,24.185,0.476,1.010,0.923,88.84
2307083215,21,83.50,215.50,345.492395,-34.496513,0.3357,3,24.397,23.891,0.626,1.382,0.785,176.11
2307090278,119,90.50,278.50,345.491923,-34.493013,0.7180,1,25.585,25.636,0.701,1.117,0.723,56.33
2307093154,113,93.50,154.50,345.491721,-34.499902,0.3880,1,27.039,26.368,0.477,0.831,0.906,51.81
2307094146,35,94.50,146.50,345.491654,-34.500346,1.3024,3,25.933,25.164,0.512,1.119,0.866,107.37
2307094342,26,94.50,342.50,345.491653,-34.489457,2.0549,2,24.861,24.798,0.378,0.685,0.950,149.60
2307095102,88,95.50,102.50,345.491587,-34.502790,0.7175,1,26.335,26.371,0.386,0.682,0.779,134.53
2307095310,149,95.50,310.50,345.491586,-34.491235,0.6283,1,24.614,24.130,1.407,2.184,0.939,2.36
2307111093,114,111.50,93.50,345.490508,-34.503290,2.1296,1,25.716,25.010,1.015,1.599,0.735,139.61
2307113124,52,113.50,124.50,345.490373,-34.501568,1.2536,3,26.034,25.339,0.572,1.082,0.944,134.16
2307117235,39,117.50,235.50,345.490103,-34.495402,2.1091,2,25.769,25.657,0.365,0.724,0.979,143.03
2307120053,85,120.50,53.50,345.489902,-34.505513,1.0957,2,26.717,25.377,0.584,0.915,0.801,74.05
2307122059,56,122.50,59.50,345.489767,-34.505179,0.4546,1,25.903,25.875,0.444,0.729,0.824,117.42
2307126095,175,126.50,95.50,345.489497,-34.503179,1.2092,2,27.351,26.659,0.472,0.691,0.907,15.77
2307127296,121,127.50,296.50,345.489429,-34.492013,0.2769,2,26.928,26.169,0.481,0.800,0.958,167.48
2307129065,68,129.50,65.50,345.489295,-34.504846,2.5867,1,26.699,26.965,0.284,0.452,0.867,147.33
2307129187,78,129.50,187.50,345.489295,-34.498068,1.3755,2,26.630,26.693,0.387,0.612,0.698,67.87
2307133098,230,133.50,98.50,345.489025,-34.503013,4.5803,1,26.781,26.828,0.500,0.777,0.682,158.27
2307134122,81,134.50,122.50,345.488958,-34.501679,0.4092,1,26.225,26.475,0.401,0.673,0.812,168.52
2307136061,72,136.50,61.50,345.488823,-34.505068,1.1765,3,26.874,26.789,0.304,0.456,0.758,102.39
2307145281,8,145.50,281.50,345.488216,-34.492846,0.3358,4,21.259,20.685,1.414,3.376,0.616,97.07
2307147117,71,147.50,117.50,345.488081,-34.501957,0.8355,3,26.719,26.245,0.391,0.684,0.761,34.47
2307149048,34,149.50,48.50,345.487947,-34.505791,1.7199,1,24.771,24.468,0.684,1.238,0.752,12.02
2307152087,122,152.50,87.50,345.487744,-34.503624,0.6749,1,26.659,25.592,0.700,1.163,0.958,119.88
2307153115,19,153.50,115.50,345.487677,-34.502068,0.7665,4,24.307,23.471,0.786,1.940,0.613,3.50
2307153153,13,153.50,153.50,345.487677,-34.499957,1.7193,3,23.558,23.192,0.691,1.697,0.905,130.73
2307154237,64,154.50,237.50,345.487609,-34.495291,0.7310,2,26.596,26.769,0.357,0.597,0.851,149.97
2307155186,54,155.50,186.50,345.487542,-34.498124,0.6306,1,25.859,25.415,0.683,1.160,0.682,132.02
2307155193,46,155.50,193.50,345.487542,-34.497735,1.7247,2,25.286,24.742,0.757,1.428,0.821,81.88
2307155266,51,155.50,266.50,345.487542,-34.493679,0.4810,3,25.660,25.442,0.472,0.765,0.919,157.67
2307160212,24,160.50,212.50,345.487205,-34.496679,3.7999,1,25.072,24.730,0.600,1.255,0.752,178.17
2307164032,42,164.50,32.50,345.486935,-34.506679,0.3213,1,24.802,24.503,0.732,1.182,0.804,123.72
2307164271,41,164.50,271.50,345.486935,-34.493402,3.2266,1,24.124,23.976,1.054,1.942,0.829,124.23
2307174113,76,174.50,113.50,345.486261,-34.502179,0.7173,1,26.131,26.024,0.462,0.780,0.784,134.63
2307174216,235,174.50,216.50,345.486261,-34.496457,0.6679,1,25.148,24.678,0.652,0.995,0.871,142.30
2307177148,137,177.50,148.50,345.486059,-34.500235,0.4076,1,26.659,27.163,0.417,0.583,0.630,22.17
2307181032,22,181.50,32.50,345.485789,-34.506679,0.2836,2,24.225,23.815,0.889,1.571,0.480,92.15
2307182110,14,182.50,110.50,345.485722,-34.502346,0.3343,3,23.936,23.494,0.542,1.054,0.847,109.51
2307182236,50,182.50,236.50,345.485722,-34.495346,0.8286,3,26.050,25.358,0.520,0.906,0.810,141.40
2307184107,237,184.50,107.50,345.485587,-34.502513,0.7189,1,26.065,25.503,0.457,0.768,0.904,167.51
2307190337,61,190.50,337.50,345.485183,-34.489735,5.3584,3,27.893,26.258,0.328,0.535,0.957,171.87
2307193118,20,193.50,118.50,345.484980,-34.501902,1.2499,4,25.662,24.856,0.390,0.817,0.865,53.54
2307195149,231,195.50,149.50,345.484846,-34.500179,4.2119,3,26.208,26.217,0.525,0.908,0.705,74.39
2307197200,2,197.50,200.50,345.484711,-34.497346,0.3357,4,19.339,18.761,1.583,4.819,0.859,157.97
2307203233,6,203.50,233.50,345.484306,-34.495513,0.3349,4,21.750,21.193,0.862,2.159,0.836,66.50
2307207180,9,207.50,180.50,345.484037,-34.498457,0.3357,3,23.031,22.443,0.810,1.445,0.788,133.84
2307213114,45,213.50,114.50,345.483632,-34.502124,3.1740,3,25.843,25.303,0.609,1.042,0.753,45.74
2307215081,233,215.50,81.50,345.483497,-34.503957,0.7174,1,26.935,26.064,0.555,0.913,0.714,68.40
2307215339,49,215.50,339.50,345.483497,-34.489624,0.6036,1,25.889,25.695,0.551,0.953,0.593,51.73
2307216174,16,216.50,174.50,345.483430,-34.498791,1.2982,3,24.193,23.878,0.707,1.245,0.760,119.89
2307216311,66,216.50,311.50,345.483430,-34.491179,0.4581,3,26.588,26.147,0.448,0.771,0.717,122.64
2307220238,106,220.50,238.50,345.483160,-34.495235,0.6868,1,27.205,27.032,0.417,0.629,0.802,15.56
2307227229,38,227.50,229.50,345.482688,-34.495735,1.0133,1,25.659,25.243,0.588,1.058,0.780,78.15
2307228105,3,228.50,105.50,345.482621,-34.502624,0.3342,4,19.873,19.262,1.177,3.095,0.690,131.71
2307232054,112,232.50,54.50,345.482351,-34.505457,0.4836,2,25.774,25.538,0.584,0.938,0.775,55.32
2307233183,33,233.50,183.50,345.482284,-34.498291,0.5362,1,25.779,25.621,0.563,0.961,0.753,154.20
2307234281,48,234.50,281.50,345.482217,-34.492846,3.0361,2,26.266,26.243,0.415,0.716,0.800,103.03
2307236292,30,236.50,292.50,345.482082,-34.492235,0.6376,3,24.719,24.299,0.597,1.145,0.939,91.65
2307237266,29,237.50,266.50,345.482014,-34.493679,2.0681,2,25.290,25.449,0.390,0.708,0.940,31.45
2307242149,12,242.50,149.50,345.481677,-34.500179,0.0003,6,24.330,23.180,0.504,1.076,0.939,157.81
2307243084,4,243.50,84.50,345.481610,-34.503791,-0.0000,6,22.301,21.076,0.405,0.993,0.983,76.30
2307244206,151,244.50,206.50,345.481542,-34.497013,0.3691,1,27.073,26.208,0.633,0.989,0.818,16.52
2307245220,58,245.50,220.50,345.481475,-34.496235,0.3960,3,26.732,26.481,0.342,0.572,0.932,24.02
2307248330,62,248.50,330.50,345.481273,-34.490124,0.3970,1,26.442,26.488,0.354,0.608,0.813,97.20
2307250158,57,250.50,158.50,345.481138,-34.499679,4.7824,1,26.578,26.185,0.425,0.721,0.722,74.74
2307256356,40,256.50,356.50,345.480734,-34.488679,0.6200,1,24.931,25.136,0.561,0.911,0.949,78.77
2307258066,75,258.50,66.50,345.480598,-34.504791,1.2127,3,26.185,25.857,0.433,0.699,0.782,54.42
2307264076,236,264.50,76.50,345.480194,-34.504235,0.8418,4,24.604,23.933,0.561,1.064,0.560,41.86
2307267077,18,267.50,77.50,345.479992,-34.504179,0.3369,3,23.803,23.293,0.700,1.362,0.521,32.88
2307268336,44,268.50,336.50,345.479925,-34.489791,2.6010,2,25.770,25.594,0.423,0.733,0.943,87.76
2307275241,32,275.50,241.50,345.479453,-34.495068,0.0000,6,28.691,25.625,0.322,0.621,0.910,114.34
2307278348,60,278.50,348.50,345.479251,-34.489124,0.8746,1,25.493,25.314,0.702,1.099,0.568,20.39
2307279197,37,279.50,197.50,345.479183,-34.497513,1.0759,3,25.348,25.039,0.534,0.907,0.681,121.99
2307285098,47,285.50,98.50,345.478778,-34.503013,1.0735,3,26.092,25.106,0.470,0.823,0.804,113.38
2307287094,238,287.50,94.50,345.478643,-34.503235,1.1433,2,27.255,26.851,0.285,0.450,0.792,80.21
2307297145,23,297.50,145.50,345.477970,-34.500402,0.0843,4,23.623,23.353,0.661,1.424,0.917,113.34
2307297293,123,297.50,293.50,345.477970,-34.492179,0.4561,1,27.257,26.449,0.439,0.639,0.767,114.56
2307304184,74,304.50,184.50,345.477498,-34.498235,0.3045,1,26.209,25.733,0.575,1.019,0.874,50.50
2307312109,234,312.50,109.50,345.476958,-34.502401,1.2128,2,25.980,25.031,1.155,1.816,0.702,52.68
2307313119,15,313.50,119.50,345.476891,-34.501846,1.2129,4,23.381,23.041,0.607,1.343,0.770,150.66
2307315157,53,315.50,157.50,345.476756,-34.499735,0.9221,3,25.751,24.428,0.795,1.672,0.973,75.79
2307320283,212,320.50,283.50,345.476420,-34.492735,0.3242,1,26.536,nan,nan,nan,0.888,78.91
2307321057,67,321.50,57.50,345.476351,-34.505290,1.2088,2,25.513,24.661,0.553,0.880,0.777,177.34
2307321130,147,321.50,130.50,345.476352,-34.501235,0.4396,1,25.195,24.347,1.282,2.141,0.734,111.09
2307322110,83,322.50,110.50,345.476284,-34.502346,1.2105,1,25.306,24.760,0.642,1.092,0.719,169.02
2307340114,1,340.50,114.50,345.475071,-34.502124,0.0001,6,19.367,19.001,0.421,1.099,0.973,113.55
2307345244,25,345.50,244.50,345.474734,-34.494901,2.4323,2,25.280,24.795,0.429,0.866,0.954,103.07
2307355263,5,355.50,263.50,345.474060,-34.493846,0.3353,4,21.056,20.521,0.826,2.278,0.849,5.95
2307361048,31,361.50,48.50,345.473654,-34.505790,1.2085,3,23.938,23.619,0.640,1.235,0.612,8.00
2308023102,55,23.50,102.50,345.503566,-32.803957,1.4629,2,24.451,23.790,0.656,1.105,0.891,95.49
2308035151,22,35.50,151.50,345.502773,-32.801234,1.1396,3,23.979,23.199,0.608,1.166,0.860,0.00
2308038277,47,38.50,277.50,345.502574,-32.794234,0.4245,1,24.010,23.853,0.575,0.974,0.761,144.79
2308041233,70,41.50,233.50,345.502376,-32.796679,0.9906,2,24.890,24.507,0.497,0.770,0.894,113.48
2308044210,52,44.50,210.50,345.502177,-32.797957,1.1424,2,24.944,24.737,0.469,0.750,0.771,13.83
2308045077,32,45.50,77.50,345.502112,-32.805346,0.5576,3,23.552,23.120,0.724,1.428,0.695,90.61
2308050157,77,50.50,157.50,345.501781,-32.800901,1.4684,2,25.137,24.904,0.473,0.771,0.897,119.56
2308057198,216,57.50,198.50,345.501318,-32.798623,0.7856,1,25.531,25.458,0.603,0.860,0.726,176.97
2308060297,140,60.50,297.50,345.501119,-32.793123,0.4515,1,25.224,25.310,0.529,0.803,0.779,151.91
2308062072,134,62.50,72.50,345.500989,-32.805623,0.8034,1,26.214,25.233,0.555,0.866,0.819,115.61
2308063334,14,63.50,334.50,345.500921,-32.791068,0.3874,4,22.883,22.655,0.505,0.999,0.814,12.23
2308064082,135,64.50,82.50,345.500856,-32.805068,1.1394,1,26.522,25.771,0.369,0.603,0.895,117.95
2308065288,103,65.50,288.50,345.500789,-32.793623,0.7014,1,23.989,24.024,0.775,1.258,0.829,144.35
2308066297,149,66.50,297.50,345.500723,-32.793123,0.5546,1,25.605,25.657,0.420,0.633,0.882,73.41
2308069035,13,69.50,35.50,345.500526,-32.807679,0.7477,3,23.416,22.394,0.569,1.178,0.805,178.24
2308074355,36,74.50,355.50,345.500194,-32.789901,0.7742,3,23.455,23.143,0.698,1.356,0.784,84.21
2308076115,61,76.50,115.50,345.500063,-32.803235,0.6225,3,24.972,24.642,0.509,0.860,0.669,20.80
2308076143,15,76.50,143.50,345.500063,-32.801679,1.0181,4,23.065,22.396,0.698,1.453,0.798,139.27
2308076271,8,76.50,271.50,345.500062,-32.794568,0.3876,4,21.160,20.890,1.016,1.926,0.781,165.17
2308082155,81,82.50,155.50,345.499666,-32.801012,1.0200,3,26.042,25.475,0.342,0.578,0.912,46.77
2308086074,84,86.50,74.50,345.499402,-32.805512,0.6294,1,26.257,25.350,0.383,0.714,0.957,1.96
2308087303,123,87.50,303.50,345.499335,-32.792790,1.0009,2,26.187,26.806,0.230,0.330,0.799,83.91
2308088142,105,88.50,142.50,345.499270,-32.801735,0.3839,1,25.559,25.231,0.575,0.914,0.722,50.80
2308090046,106,90.50,46.50,345.499138,-32.807068,1.0079,2,25.477,24.651,0.666,1.028,0.714,34.86
2308091206,127,91.50,206.50,345.499071,-32.798179,0.5611,1,26.288,25.357,0.562,0.909,0.944,24.07
2308094135,141,94.50,135.50,345.498873,-32.802124,0.3001,1,26.488,25.889,0.500,0.747,0.810,142.65
2308096242,124,96.50,242.50,345.498741,-32.796179,0.6456,1,26.384,25.973,0.327,0.596,0.954,167.51
2308096330,121,96.50,330.50,345.498740,-32.791290,1.4181,2,26.063,26.118,0.329,0.488,0.859,93.20
2308097160,31,97.50,160.50,345.498675,-32.800735,1.1390,3,24.084,23.091,0.961,1.989,0.608,54.49
2308099232,96,99.50,232.50,345.498542,-32.796735,3.8034,1,25.525,25.354,0.446,0.742,0.926,18.22
2308105335,20,105.50,335.50,345.498145,-32.791013,1.0330,3,23.130,22.628,0.707,1.257,0.798,143.67
2308107302,79,107.50,302.50,345.498013,-32.792846,0.9344,1,25.544,25.264,0.440,0.737,0.799,4.63
2308108326,78,108.50,326.50,345.497947,-32.791513,0.5004,1,25.642,25.683,0.348,0.549,0.767,160.48
2308110262,110,110.50,262.50,345.497815,-32.795068,5.0223,2,25.610,25.487,0.458,0.748,0.750,107.72
2308123267,151,123.50,267.50,345.496956,-32.794790,0.3678,1,26.144,26.224,0.384,0.617,0.864,120.26
2308125036,202,125.50,36.50,345.496825,-32.807624,6.3393,2,27.558,25.417,0.566,0.842,0.714,6.22
2308129329,12,129.50,329.50,345.496559,-32.791346,0.3880,4,22.130,21.913,0.902,1.673,0.615,96.98
2308131295,66,131.50,295.50,345.496427,-32.793235,0.3841,1,24.690,24.312,0.589,1.016,0.948,125.99
2308139342,112,139.50,342.50,345.495898,-32.790624,0.8849,1,26.211,25.517,0.422,0.764,0.805,96.47
2308140114,160,140.50,114.50,345.495833,-32.803290,0.4565,1,26.677,26.268,0.461,0.728,0.794,107.26
