# MAGPI master source catalogue
#
# Generated 2024-08-23-16:45:12
# MAGPIID  -  unique MAGPI identifier
# segID    -  Segmentation ID, which can be matched against values in segim
# xmax     -  x position of maximum flux
# ymax     -  y position of maximum flux
# RAmax    -  Right Ascension of max flux
# Decmax   -  Declination of max flux
# z        -  Redshift. Only robust for QOP=3,4
# QOP      -  Redshift quality [4=great, 3=good, 2=possible, 1=unknown, 0=error]
# mag_rt   -  total r-band magnitude
# mag_it   -  total i-band magnitude
# R50_it   -  Approximate elliptical semi-major axis containing 50% of the flux (arcsec)
# R90_it   -  Approximate elliptical semi-major axis containing 90% of the flux (arcsec)
# axrat_it -  Axial ratio as given by min/maj
# ang_it   -  Orientation of the semi-major axis (cc from Y axis)
MAGPIID,segID,xmax,ymax,RAmax,Decmax,z,QOP,mag_it,mag_rt,R50_it,R90_it,axrat_it,ang_it
1506266330,70,266.50,330.50,215.285542,1.630910,0.7285,3,25.256,25.003,0.469,0.851,0.876,124.43
1506272201,79,272.50,201.50,215.285209,1.623743,0.3107,1,26.232,25.641,0.402,0.654,0.849,46.02
1506274152,59,274.50,152.50,215.285098,1.621021,0.5421,3,25.183,25.010,0.461,0.810,0.730,79.55
1506274318,71,274.50,318.50,215.285098,1.630243,0.8019,1,25.992,25.726,0.351,0.545,0.903,112.15
1506276155,52,276.50,155.50,215.284986,1.621188,3.7991,1,24.974,24.982,0.403,0.734,0.866,48.64
1506279121,10,279.50,121.50,215.284820,1.619299,-0.0000,6,23.664,22.306,0.398,0.883,0.921,5.11
1506279269,5,279.50,269.50,215.284820,1.627521,0.2966,4,19.557,19.136,1.620,3.807,0.819,109.51
1506283075,25,283.50,75.50,215.284597,1.616743,0.8174,1,24.517,24.055,0.363,0.670,0.919,92.13
1506294101,260,294.50,101.50,215.283986,1.618188,0.3230,1,25.421,25.057,0.427,0.674,0.777,14.05
1506294207,55,294.50,207.50,215.283986,1.624077,1.2866,2,25.512,24.631,0.571,1.032,0.851,41.25
1506295058,45,295.50,58.50,215.283930,1.615799,1.1212,3,25.000,24.716,0.346,0.621,0.876,155.24
1506299100,261,299.50,100.50,215.283708,1.618132,0.5769,3,24.715,24.088,0.482,0.893,0.812,0.57
1506301227,35,301.50,227.50,215.283597,1.625188,0.4047,1,25.097,24.501,0.469,1.024,0.782,26.19
1506302119,73,302.50,119.50,215.283541,1.619188,1.2870,3,25.169,24.987,0.506,0.819,0.736,119.58
1506303028,22,303.50,28.50,215.283486,1.614132,0.2685,3,23.025,22.742,0.936,1.618,0.695,90.07
1506304045,92,304.50,45.50,215.283430,1.615077,1.2884,2,24.855,24.824,0.698,1.060,0.534,116.19
1506305184,32,305.50,184.50,215.283375,1.622799,0.3538,1,24.524,24.444,0.487,0.938,0.650,137.73
1506311223,68,311.50,223.50,215.283041,1.624966,1.1209,2,25.589,25.104,0.455,0.780,0.694,161.81
1506314162,27,314.50,162.50,215.282874,1.621577,1.0123,3,23.693,23.236,0.639,1.117,0.805,132.03
1506324141,44,324.50,141.50,215.282319,1.620410,1.1417,3,24.960,24.701,0.382,0.745,0.888,76.18
1506324223,262,324.50,223.50,215.282319,1.624966,0.4326,4,22.620,21.955,0.358,0.548,0.835,41.52
1506324340,75,324.50,340.50,215.282319,1.631466,0.8706,1,25.172,24.368,0.620,0.985,0.987,141.32
1506325086,187,325.50,86.50,215.282263,1.617355,3.9534,3,25.641,25.131,0.560,0.888,0.820,167.85
1506325220,6,325.50,220.50,215.282263,1.624799,0.2958,4,20.093,19.473,1.387,3.280,0.471,34.76
1506331125,19,331.50,125.50,215.281930,1.619521,0.8433,4,22.554,21.805,0.914,1.788,0.689,4.84
1506340300,38,340.50,300.50,215.281429,1.629243,0.4859,1,24.436,24.313,0.440,0.838,0.884,87.67
1506341097,66,341.50,97.50,215.281374,1.617966,0.7054,1,25.900,25.283,0.335,0.537,0.871,11.92
1506346278,50,346.50,278.50,215.281096,1.628021,0.3108,1,25.254,25.598,0.341,0.544,0.731,65.53
1506347090,111,347.50,90.50,215.281040,1.617577,1.1789,2,26.387,25.480,0.406,0.594,0.842,139.25
1506348239,39,348.50,239.50,215.280985,1.625855,0.4072,1,24.057,23.802,0.721,1.363,0.849,35.90
1506349324,86,349.50,324.50,215.280929,1.630577,0.0564,1,25.667,25.350,0.481,0.743,0.597,169.69
1506350107,213,350.50,107.50,215.280874,1.618521,0.7562,1,26.115,nan,nan,nan,0.849,155.86
1506353182,83,353.50,182.50,215.280707,1.622688,1.1186,1,25.779,26.002,0.324,0.493,0.863,7.74
1506354264,17,354.50,264.50,215.280651,1.627243,1.3669,2,22.826,22.654,0.653,1.401,0.914,81.28
1506355324,24,355.50,324.50,215.280596,1.630577,0.6765,3,23.156,22.286,1.074,2.131,0.900,0.36
1507049309,182,49.50,309.50,215.628782,0.413683,0.9281,1,25.658,25.335,0.586,0.859,0.607,69.65
1507051073,102,51.50,73.50,215.628671,0.400572,1.2475,2,24.250,23.694,0.760,1.204,0.721,75.27
1507053064,83,53.50,64.50,215.628560,0.400072,0.6554,4,24.631,23.682,0.698,1.193,0.759,156.49
1507058210,44,58.50,210.50,215.628282,0.408183,0.3429,1,23.816,23.587,0.618,1.333,0.897,176.22
1507063246,48,63.50,246.50,215.628004,0.410183,0.2574,1,23.973,23.378,0.864,1.734,0.966,65.38
1507064079,43,64.50,79.50,215.627949,0.400905,0.5935,3,23.099,22.270,1.064,1.946,0.483,167.74
1507067155,46,67.50,155.50,215.627782,0.405127,1.1575,3,24.877,24.321,0.445,0.860,0.870,40.57
1507068181,1,68.50,181.50,215.627727,0.406572,0.0000,6,18.671,17.866,0.422,1.298,0.946,47.55
1507071351,14,71.50,351.50,215.627560,0.416016,0.5570,4,21.718,21.273,0.634,1.342,0.581,122.60
1507074187,243,74.50,187.50,215.627393,0.406905,0.6481,3,24.162,23.542,0.455,0.723,0.924,100.70
1507074277,115,74.50,277.50,215.627393,0.411905,0.9010,3,25.489,24.824,0.604,1.062,0.837,172.72
1507076199,110,76.50,199.50,215.627282,0.407572,0.7902,1,25.709,25.049,0.666,1.052,0.675,72.90
1507079211,40,79.50,211.50,215.627115,0.408238,0.7831,4,23.787,23.190,0.838,1.915,0.849,104.13
1507080085,244,80.50,85.50,215.627060,0.401238,0.7824,4,22.780,22.061,0.409,0.655,0.953,64.24
1507084083,4,84.50,83.50,215.626838,0.401127,0.2581,4,19.651,19.388,1.066,2.973,0.603,163.83
1507086276,17,86.50,276.50,215.626727,0.411850,0.9009,4,22.636,21.993,0.547,1.407,0.840,3.63
1507088045,92,88.50,45.50,215.626615,0.399016,1.1651,1,24.952,24.571,0.488,0.887,0.831,128.82
1507089365,18,89.50,365.50,215.626560,0.416794,0.5548,3,22.252,22.016,0.709,1.375,0.566,98.40
1507093351,126,93.50,351.50,215.626338,0.416016,0.8643,1,24.436,24.381,0.785,1.212,0.716,137.35
1507097025,109,97.50,25.50,215.626115,0.397905,1.2480,2,24.465,26.987,0.213,0.178,0.818,172.70
1507102128,45,102.50,128.50,215.625838,0.403627,0.8644,4,24.176,23.404,0.587,1.096,0.920,59.61
1507103208,128,103.50,208.50,215.625782,0.408072,0.8588,2,25.722,25.053,0.634,1.104,0.879,2.18
1507103239,15,103.50,239.50,215.625782,0.409794,0.3148,4,22.389,21.930,0.671,2.423,0.887,123.19
1507103276,66,103.50,276.50,215.625782,0.411850,0.7225,1,26.063,25.075,0.373,0.750,0.749,79.44
1507110290,241,110.50,290.50,215.625393,0.412627,1.0566,2,26.424,26.363,0.410,0.580,0.770,119.07
1507112242,62,112.50,242.50,215.625282,0.409961,0.9018,3,25.053,24.350,0.479,0.834,0.868,8.14
1507113044,88,113.50,44.50,215.625226,0.398961,0.4039,3,25.268,25.040,0.485,0.864,0.657,146.00
1507114152,34,114.50,152.50,215.625171,0.404961,0.7828,3,24.433,23.120,0.720,1.605,0.809,174.66
1507121027,39,121.50,27.50,215.624782,0.398016,0.9004,3,23.241,22.469,0.769,1.393,0.700,82.72
1507121348,107,121.50,348.50,215.624782,0.415850,0.9404,1,25.020,25.244,0.555,0.861,0.628,39.33
1507122092,242,122.50,92.50,215.624726,0.401627,0.9304,2,23.991,22.789,1.438,2.428,0.346,97.05
1507124318,54,124.50,318.50,215.624615,0.414183,0.5561,3,24.187,23.757,1.036,1.785,0.326,153.54
1507125199,23,125.50,199.50,215.624560,0.407572,0.8589,3,24.106,23.009,0.529,1.007,0.778,35.48
1507126092,13,126.50,92.50,215.624504,0.401627,-0.0005,6,22.643,22.256,0.407,0.892,0.907,4.50
1507128041,22,128.50,41.50,215.624393,0.398794,0.8996,3,23.297,22.344,0.547,1.255,0.906,116.27
1507129241,2,129.50,241.50,215.624338,0.409905,-0.0001,6,20.160,19.014,0.409,1.117,0.985,12.79
1507130356,19,130.50,356.50,215.624282,0.416294,0.5549,3,22.686,22.077,0.548,1.020,0.818,86.57
1507134129,90,134.50,129.50,215.624060,0.403683,0.4863,1,24.912,24.118,1.173,1.937,0.785,109.06
1507145166,36,145.50,166.50,215.623449,0.405738,1.5931,2,24.343,24.215,0.486,1.006,0.853,22.73
1507145326,52,145.50,326.50,215.623449,0.414627,0.5539,1,24.787,24.865,0.419,0.717,0.937,2.85
1507148204,49,148.50,204.50,215.623282,0.407850,1.1623,3,25.203,25.410,0.329,0.511,0.906,30.52
1507149063,29,149.50,63.50,215.623226,0.400016,0.5409,3,23.006,22.278,0.980,1.836,0.542,173.98
1507150106,12,150.50,106.50,215.623171,0.402405,0.3165,4,21.683,21.153,0.799,1.692,0.678,140.22
1507150213,144,150.50,213.50,215.623171,0.408350,1.2133,1,25.976,25.808,0.672,1.049,0.592,97.72
1507159102,33,159.50,102.50,215.622671,0.402183,0.7147,4,23.161,22.643,0.804,1.390,0.818,157.23
1507161283,30,161.50,283.50,215.622560,0.412238,0.3760,1,24.818,24.395,0.342,0.640,0.964,122.90
1507164059,53,164.50,59.50,215.622393,0.399794,0.0804,1,25.365,25.052,0.418,0.747,0.676,13.38
1507164260,37,164.50,260.50,215.622393,0.410961,1.2502,3,24.503,24.174,0.504,0.933,0.755,159.62
1507164349,79,164.50,349.50,215.622393,0.415905,0.9919,1,24.422,24.271,0.636,0.967,0.843,173.10
1507170063,24,170.50,63.50,215.622060,0.400016,0.9012,4,23.396,22.677,0.656,1.167,0.807,42.43
1507171310,97,171.50,310.50,215.622004,0.413738,0.4079,1,25.610,26.029,0.422,0.637,0.685,154.98
1507173242,81,173.50,242.50,215.621893,0.409961,1.3078,3,26.228,26.198,0.288,0.485,0.934,130.88
1507175294,96,175.50,294.50,215.621782,0.412850,1.0581,2,26.645,25.570,0.529,0.889,0.751,173.15
1507175321,58,175.50,321.50,215.621782,0.414350,0.7754,1,25.505,25.637,0.290,0.516,0.911,127.36
1507179225,108,179.50,225.50,215.621560,0.409016,0.8076,1,25.740,25.145,0.665,1.107,0.693,149.34
1507186280,161,186.50,280.50,215.621171,0.412072,0.4035,1,27.065,25.564,0.641,1.025,0.781,144.41
1507187046,112,187.50,46.50,215.621115,0.399072,3.2742,2,26.473,26.424,0.451,0.669,0.562,155.20
1507189322,41,189.50,322.50,215.621004,0.414405,0.8991,3,24.277,23.218,0.922,1.728,0.596,49.55
1507190180,11,190.50,180.50,215.620949,0.406516,0.2577,4,21.746,21.258,0.963,2.029,0.800,42.80
1507194106,7,194.50,106.50,215.620726,0.402405,0.5414,4,21.983,21.006,0.693,1.811,0.893,158.94
1507194235,59,194.50,235.50,215.620726,0.409572,2.5693,2,25.478,25.206,0.628,1.194,0.589,114.72
1507196198,3,196.50,198.50,215.620615,0.407516,0.3143,4,19.012,18.428,1.087,3.369,0.936,172.32
1507198085,99,198.50,85.50,215.620504,0.401238,0.3873,1,26.814,25.141,0.638,1.091,0.655,97.02
1507198279,142,198.50,279.50,215.620504,0.412016,0.3334,1,27.539,26.378,0.418,0.576,0.780,12.01
1507201110,9,201.50,110.50,215.620337,0.402627,-0.0002,6,23.018,21.477,0.483,1.142,0.778,34.34
1507203281,104,203.50,281.50,215.620226,0.412127,0.3720,1,26.808,25.991,0.528,0.844,0.615,177.89
1507208130,70,208.50,130.50,215.619949,0.403738,0.2560,3,25.867,25.276,0.416,0.826,0.822,7.29
1507208166,100,208.50,166.50,215.619949,0.405738,1.0160,2,26.118,24.931,0.786,1.293,0.750,131.06
1507209150,114,209.50,150.50,215.619893,0.404850,0.8575,3,27.288,26.469,0.348,0.572,0.823,169.38
1507210288,98,210.50,288.50,215.619837,0.412516,0.3439,1,26.388,25.887,0.402,0.705,0.806,15.99
1507211057,5,211.50,57.50,215.619782,0.399683,0.3152,4,20.740,20.348,0.655,1.512,0.978,171.47
1507211324,77,211.50,324.50,215.619782,0.414516,0.6479,3,25.526,25.025,0.461,0.829,0.742,51.95
1507212140,84,212.50,140.50,215.619726,0.404294,1.0254,1,27.027,25.916,0.374,0.642,0.788,94.89
1507214346,21,214.50,346.50,215.619615,0.415738,0.3888,1,23.722,23.498,0.500,1.069,0.781,36.39
1507216042,91,216.50,42.50,215.619504,0.398850,1.1088,3,26.606,26.024,0.326,0.485,0.805,29.29
1507216267,61,216.50,267.50,215.619504,0.411350,0.8262,1,26.480,25.711,0.347,0.589,0.671,133.73
1507218200,20,218.50,200.50,215.619393,0.407627,0.1330,3,21.882,21.526,1.130,2.013,0.795,154.96
1507222259,10,222.50,259.50,215.619171,0.410905,0.6857,4,21.971,20.624,0.927,1.852,0.852,112.18
1507227272,64,227.50,272.50,215.618893,0.411627,1.0180,3,25.113,24.507,0.615,0.950,0.626,106.19
1507229251,38,229.50,251.50,215.618782,0.410461,0.8899,1,25.065,24.309,0.448,0.772,0.706,130.34
1507230223,75,230.50,223.50,215.618726,0.408905,1.2373,3,25.743,25.295,0.496,0.944,0.849,1.62
1507231232,82,231.50,232.50,215.618671,0.409405,1.2070,1,25.256,24.322,0.633,1.068,0.894,102.98
1507232349,16,232.50,349.50,215.618615,0.415905,0.3146,3,21.532,21.198,1.156,2.139,0.558,102.32
1507234095,56,234.50,95.50,215.618504,0.401794,0.6967,3,24.808,23.929,0.649,1.296,0.941,10.49
1507237279,86,237.50,279.50,215.618337,0.412016,1.0531,1,25.714,25.407,0.514,0.903,0.722,40.58
1507242196,74,242.50,196.50,215.618060,0.407405,0.8117,1,25.231,24.997,0.717,1.203,0.878,13.69
1507244063,150,244.50,63.50,215.617949,0.400016,0.8162,1,25.277,25.856,0.570,0.889,0.613,155.68
1507245329,78,245.50,329.50,215.617893,0.414794,0.7861,1,25.580,25.399,0.377,0.576,0.932,105.23
1507248251,47,248.50,251.50,215.617726,0.410461,3.1917,2,25.144,25.269,0.338,0.573,0.840,19.13
1507248300,95,248.50,300.50,215.617726,0.413183,0.4025,1,26.010,25.900,0.393,0.679,0.837,137.58
1507249342,35,249.50,342.50,215.617671,0.415516,0.5165,2,23.497,22.903,0.956,1.824,0.644,138.24
1507252203,27,252.50,203.50,215.617504,0.407794,0.3943,4,23.997,23.682,0.533,0.991,0.704,47.38
1507252327,51,252.50,327.50,215.617504,0.414683,1.0200,3,24.761,24.011,0.616,1.098,0.714,102.65
1507255056,60,255.50,56.50,215.617337,0.399627,0.3286,3,24.497,24.465,0.483,0.945,0.985,153.21
1507264073,71,264.50,73.50,215.616837,0.400572,0.7978,1,24.994,25.043,0.426,0.809,0.863,158.23
1507273215,28,273.50,215.50,215.616337,0.408461,0.8584,3,23.913,22.910,0.657,1.287,0.908,155.26
1507277326,42,277.50,326.50,215.616115,0.414627,0.3476,1,24.227,23.732,0.609,1.146,0.775,151.53
1507281116,94,281.50,116.50,215.615893,0.402961,1.0112,1,25.383,25.202,0.492,0.882,0.802,51.20
1507284068,26,284.50,68.50,215.615726,0.400294,0.5404,4,23.403,22.974,0.513,1.070,0.879,57.90
1507288250,67,288.50,250.50,215.615504,0.410405,0.8581,3,24.997,24.694,0.619,1.058,0.695,31.46
1507291322,8,291.50,322.50,215.615337,0.414405,0.0003,6,22.310,21.093,0.483,1.126,0.858,171.09
1507292335,135,292.50,335.50,215.615282,0.415127,0.7730,1,25.466,25.277,0.501,0.791,0.907,130.05
1507296035,63,296.50,35.50,215.615060,0.398461,0.2533,1,24.690,24.506,0.472,0.832,0.780,6.68
1507296209,57,296.50,209.50,215.615060,0.408127,0.8583,3,25.833,24.751,0.483,0.994,0.793,32.66
1507299266,140,299.50,266.50,215.614893,0.411294,0.3584,1,25.817,25.885,0.454,0.694,0.857,89.45
1507302252,25,302.50,252.50,215.614726,0.410516,0.3751,1,24.591,24.051,0.329,0.698,0.939,30.06
1507312082,123,312.50,82.50,215.614171,0.401072,1.4895,2,25.886,25.704,0.426,0.693,0.867,127.45
1507314028,76,314.50,28.50,215.614060,0.398072,0.6815,1,25.009,24.608,0.474,0.838,0.811,91.62
1507318248,132,318.50,248.50,215.613837,0.410294,0.6319,1,25.164,25.873,0.482,0.695,0.747,142.14
1507324147,55,324.50,147.50,215.613504,0.404683,1.6245,2,25.085,25.118,0.387,0.655,0.929,51.88
1507326154,68,326.50,154.50,215.613393,0.405072,4.9187,1,25.905,25.513,0.317,0.614,0.903,138.60
1507331325,121,331.50,325.50,215.613115,0.414572,0.3692,1,26.356,26.036,0.373,0.564,0.774,58.46
1507334270,50,334.50,270.50,215.612948,0.411516,1.3582,2,24.720,24.516,0.365,0.647,0.967,38.02
1507335214,111,335.50,214.50,215.612893,0.408405,0.6443,1,26.031,25.972,0.414,0.667,0.787,98.67
1507336071,89,336.50,71.50,215.612837,0.400461,0.8587,3,25.641,24.756,0.468,0.764,0.805,73.39
1507336232,80,336.50,232.50,215.612837,0.409405,0.8020,1,26.064,25.328,0.363,0.651,0.894,161.12
1507337293,31,337.50,293.50,215.612782,0.412794,0.6858,3,24.117,23.478,0.452,0.903,0.960,68.31
1507339069,105,339.50,69.50,215.612671,0.400350,0.8585,3,25.774,25.353,0.390,0.641,0.796,36.96
1507350293,134,350.50,293.50,215.612059,0.412794,1.4829,2,25.881,25.913,0.381,0.608,0.881,65.66
1507352090,141,352.50,90.50,215.611948,0.401516,1.4891,3,26.440,25.870,0.461,0.685,0.635,14.38
1507358259,32,358.50,259.50,215.611615,0.410905,0.9457,3,24.907,24.325,0.343,0.663,0.817,90.16
1507360114,65,360.50,114.50,215.611504,0.402850,1.1969,3,23.978,23.877,0.623,1.003,0.912,134.53
1507361127,85,361.50,127.50,215.611448,0.403572,0.9061,1,24.640,24.171,0.795,1.270,0.644,74.54
1507363281,87,363.50,281.50,215.611337,0.412127,0.7061,3,24.962,24.770,0.543,0.804,0.595,102.87
1507373106,6,373.50,106.50,215.610782,0.402405,0.5135,4,21.791,21.051,0.613,1.521,0.643,25.41
1508031079,20,31.50,79.50,215.892793,2.707474,0.4356,3,22.196,21.801,0.828,1.887,0.804,126.10
1508034063,19,34.50,63.50,215.892626,2.706586,0.7376,3,24.045,22.828,0.629,1.228,0.609,75.99
1508040223,21,40.50,223.50,215.892292,2.715474,3.6872,3,23.850,23.705,0.353,0.700,0.956,59.52
1508048264,133,48.50,264.50,215.891847,2.717752,0.6156,1,28.191,25.363,0.467,0.814,0.893,169.72
1508060139,42,60.50,139.50,215.891180,2.710808,0.6139,3,23.215,23.285,0.671,1.262,0.848,139.09
1508061124,51,61.50,124.50,215.891124,2.709974,1.2282,3,24.821,24.942,0.346,0.634,0.881,106.93
1508062302,23,62.50,302.50,215.891069,2.719863,0.4526,4,22.027,21.645,0.969,1.875,0.651,141.45
1508067108,70,67.50,108.50,215.890790,2.709086,0.5603,1,25.434,26.018,0.288,0.444,0.782,56.51
1508068172,95,68.50,172.50,215.890735,2.712641,0.8678,1,24.744,24.989,0.706,1.115,0.711,67.33
1508068328,119,68.50,328.50,215.890735,2.721308,0.9890,1,26.172,24.698,0.624,1.061,0.927,23.47
1508071113,39,71.50,113.50,215.890568,2.709363,0.0000,6,25.367,24.494,0.337,0.600,0.702,37.82
1508071130,49,71.50,130.50,215.890568,2.710308,0.6139,3,24.898,24.156,0.487,0.944,0.770,165.96
1508071271,25,71.50,271.50,215.890568,2.718141,0.3134,2,24.476,23.765,0.339,0.660,0.956,107.34
1508073231,102,73.50,231.50,215.890457,2.715919,0.3573,1,26.061,25.985,0.449,0.667,0.751,163.09
1508075186,6,75.50,186.50,215.890346,2.713419,0.6143,4,22.111,21.306,0.737,1.632,0.654,93.40
1508076301,142,76.50,301.50,215.890290,2.719808,0.7373,3,25.608,24.993,0.607,1.054,0.765,147.32
1508078195,5,78.50,195.50,215.890179,2.713919,0.6151,4,22.425,21.306,0.461,1.011,0.853,31.63
1508078315,80,78.50,315.50,215.890179,2.720586,0.4288,1,24.445,23.899,1.086,1.993,0.857,89.18
1508079341,15,79.50,341.50,215.890123,2.722030,0.7388,4,23.053,21.866,0.627,1.844,0.728,46.06
1508080364,91,80.50,364.50,215.890068,2.723308,0.3931,1,24.680,23.859,0.613,1.006,0.894,71.20
1508083117,96,83.50,117.50,215.889901,2.709586,0.9183,2,25.954,26.612,0.255,0.396,0.650,42.61
1508086291,58,86.50,291.50,215.889734,2.719252,0.4512,1,25.017,24.717,0.523,1.074,0.872,100.81
1508091135,69,91.50,135.50,215.889456,2.710586,0.6428,3,24.837,24.533,0.473,0.916,0.857,57.86
1508093247,148,93.50,247.50,215.889344,2.716808,0.3109,1,25.808,26.128,0.449,0.725,0.701,72.83
1508102213,60,102.50,213.50,215.888844,2.714919,0.8645,3,25.759,25.169,0.382,0.692,0.908,154.12
1508102243,53,102.50,243.50,215.888844,2.716586,0.7363,3,26.092,25.176,0.400,0.685,0.766,103.32
1508106179,90,106.50,179.50,215.888621,2.713030,0.0953,1,25.542,24.887,0.576,0.917,0.873,177.72
1508106266,113,106.50,266.50,215.888621,2.717863,0.8372,1,26.020,25.540,0.560,0.954,0.646,78.87
1508107050,32,107.50,50.50,215.888566,2.705863,1.2276,3,24.138,23.827,0.438,0.788,0.885,52.07
1508108207,74,108.50,207.50,215.888510,2.714586,0.8103,1,25.585,25.470,0.468,0.763,0.803,123.00
1508110224,18,110.50,224.50,215.888399,2.715530,0.7365,3,24.303,22.969,0.511,1.111,0.739,26.18
1508110313,135,110.50,313.50,215.888399,2.720474,3.6461,3,25.084,24.402,0.766,1.311,0.821,171.60
1508112275,73,112.50,275.50,215.888288,2.718363,0.7399,4,25.303,24.706,0.628,1.121,0.813,111.09
1508117072,35,117.50,72.50,215.888010,2.707086,1.1305,3,24.706,24.338,0.356,0.636,0.953,15.29
1508117105,153,117.50,105.50,215.888010,2.708919,0.1468,1,26.155,26.544,0.370,0.513,0.695,140.65
1508119172,34,119.50,172.50,215.887898,2.712641,1.1287,3,24.938,24.699,0.339,0.599,0.824,1.50
1508119214,138,119.50,214.50,215.887898,2.714974,0.3110,1,26.655,26.004,0.436,0.672,0.819,178.45
1508120044,14,120.50,44.50,215.887843,2.705530,0.9939,4,23.034,22.388,0.484,0.887,0.842,91.69
1508127203,108,127.50,203.50,215.887453,2.714363,0.4460,2,25.681,24.809,0.707,1.173,0.772,126.60
1508128139,10,128.50,139.50,215.887398,2.710808,0.7378,4,23.288,22.035,0.525,1.223,0.867,157.45
1508128274,103,128.50,274.50,215.887398,2.718308,1.0214,3,25.540,25.350,0.541,0.875,0.623,117.16
1508128291,29,128.50,291.50,215.887398,2.719252,0.5106,4,22.542,22.027,1.245,2.637,0.454,45.98
1508133100,11,133.50,100.50,215.887120,2.708641,0.7366,4,22.772,21.700,0.623,1.335,0.871,2.74
1508135180,68,135.50,180.50,215.887008,2.713086,0.4170,1,24.884,24.775,0.548,0.873,0.907,87.18
1508136185,87,136.50,185.50,215.886953,2.713363,0.3062,1,25.572,25.981,0.361,0.526,0.801,77.80
1508143355,47,143.50,355.50,215.886564,2.722808,0.8062,1,24.975,24.599,0.443,0.775,0.607,76.12
1508144316,146,144.50,316.50,215.886508,2.720641,0.3016,1,25.197,25.063,0.712,1.120,0.907,29.06
1508147232,37,147.50,232.50,215.886341,2.715974,1.6070,2,24.676,24.331,0.470,0.923,0.775,72.34
1508150198,46,150.50,198.50,215.886174,2.714086,0.9579,1,25.352,25.143,0.346,0.616,0.905,40.42
1508152162,3,152.50,162.50,215.886063,2.712086,0.3159,4,20.836,20.335,0.691,1.716,0.946,131.15
1508154129,59,154.50,129.50,215.885952,2.710252,3.0566,2,25.385,26.071,0.284,0.430,0.806,66.82
1508154143,44,154.50,143.50,215.885952,2.711030,0.7373,2,25.570,24.353,0.515,0.933,0.635,66.94
1508161091,145,161.50,91.50,215.885562,2.708141,0.2625,1,26.692,26.496,0.362,0.554,0.717,95.86
1508162065,76,162.50,65.50,215.885507,2.706697,0.5361,1,25.798,26.100,0.357,0.538,0.779,84.28
1508164049,40,164.50,49.50,215.885396,2.705808,1.0535,3,24.835,24.571,0.383,0.654,0.870,127.68
1508167161,56,167.50,161.50,215.885229,2.712030,1.0134,1,25.737,25.720,0.330,0.577,0.850,171.84
1508167328,82,167.50,328.50,215.885229,2.721308,0.4564,1,25.080,25.979,0.303,0.490,0.842,24.19
1508178184,54,178.50,184.50,215.884617,2.713308,0.3821,3,25.817,25.568,0.407,0.762,0.771,178.94
1508191272,79,191.50,272.50,215.883894,2.718197,0.3008,3,25.905,25.531,0.500,0.799,0.792,21.91
1508193338,66,193.50,338.50,215.883783,2.721863,1.2293,3,25.381,25.370,0.432,0.700,0.836,29.28
1508197198,2,197.50,198.50,215.883560,2.714086,0.3157,4,19.448,18.875,2.124,4.206,0.356,21.65
1508201063,61,201.50,63.50,215.883338,2.706586,0.3337,1,25.483,25.176,0.380,0.651,0.937,37.69
1508204151,16,204.50,151.50,215.883171,2.711474,0.3148,3,23.669,23.087,0.464,0.926,0.851,17.64
1508205332,55,205.50,332.50,215.883115,2.721530,0.3004,3,25.492,25.591,0.381,0.648,0.722,164.55
1508206080,57,206.50,80.50,215.883060,2.707530,0.7354,3,26.102,24.919,0.375,0.712,0.821,109.86
1508210049,105,210.50,49.50,215.882837,2.705808,0.4192,1,25.977,26.875,0.249,0.293,0.813,94.23
1508211337,84,211.50,337.50,215.882782,2.721808,0.9174,2,26.074,25.683,0.454,0.752,0.630,85.16
1508212118,97,212.50,118.50,215.882726,2.709641,0.3680,1,26.082,25.330,0.644,0.991,0.833,74.99
1508217178,24,217.50,178.50,215.882448,2.712974,0.5083,4,23.898,23.435,0.539,1.024,0.672,2.56
1508217276,4,217.50,276.50,215.882448,2.718419,0.3007,4,20.936,20.601,0.898,1.943,0.563,165.90
1508219355,92,219.50,355.50,215.882337,2.722808,1.3477,1,24.724,25.125,0.611,0.896,0.606,130.70
1508220135,64,220.50,135.50,215.882281,2.710586,0.3810,1,25.969,26.098,0.327,0.475,0.823,167.00
1508221214,86,221.50,214.50,215.882225,2.714974,0.4191,1,26.774,26.576,0.300,0.464,0.745,4.66
1508224213,77,224.50,213.50,215.882058,2.714919,0.3006,3,25.295,25.341,0.509,0.810,0.820,160.27
1508224348,81,224.50,348.50,215.882058,2.722419,0.9522,3,25.620,25.744,0.362,0.553,0.936,118.61
1508225328,106,225.50,328.50,215.882003,2.721308,0.4056,1,26.411,25.994,0.467,0.698,0.736,147.97
1508227224,63,227.50,224.50,215.881892,2.715530,1.3254,2,24.866,24.719,0.586,1.057,0.809,115.71
1508230218,118,230.50,218.50,215.881725,2.715197,0.3926,1,26.658,26.804,0.366,0.563,0.596,160.12
1508232260,30,232.50,260.50,215.881614,2.717530,0.3011,4,24.379,24.186,0.406,0.782,0.858,170.61
1508235138,89,235.50,138.50,215.881447,2.710752,3.6985,3,25.563,25.909,0.361,0.625,0.936,152.15
1508239331,150,239.50,331.50,215.881224,2.721474,0.4584,1,26.004,26.449,0.420,0.627,0.677,155.67
1508245196,83,245.50,196.50,215.880891,2.713974,0.4569,1,25.818,25.555,0.424,0.766,0.929,41.76
